bank,rating,review,date,source
CBE,4,I hope this bank have excellent Mobile app but please do on service...,2023-06-09,Google Play
CBE,3,Good,2024-02-12,Google Play
CBE,5,I really like this application it's easy to use and reliable,2025-07-01,Google Play
CBE,5,abdulkarem,2025-01-18,Google Play
CBE,2,Can't download or share transaction summary.,2022-08-23,Google Play
Dashen,4,👏👏👏,2023-09-27,Google Play
CBE,1,this app is best,2025-03-23,Google Play
CBE,5,I like it.,2024-09-24,Google Play
CBE,3,"I'm blind. I have been using this service since 2008 EC. More or less both versions are accessible to our screen reader, talkback. However, after updating the app, its account tab couldn't display second account which is connected via CBE account. Secondly after transfering money, it shows save and share options but doesn't work.",2022-05-23,Google Play
CBE,5,Very satisfying app,2022-02-16,Google Play
CBE,5,nice apps where network is good in connection,2025-04-18,Google Play
CBE,5,too much beautiful and amazing apps,2019-03-06,Google Play
CBE,5,Imisyou,2023-02-15,Google Play
CBE,3,good app,2024-04-20,Google Play
CBE,5,Yes Yes,2025-05-21,Google Play
CBE,3,good but sometimes system is sometimes hard,2022-02-14,Google Play
Dashen,5,"Best Mobile Money in Ethiopia ,one thing missing ,Content sales like concert tickets ,have to embedded in the app ,users should not got to other channels for tickets sales",2022-11-25,Google Play
BOA,1,"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",2025-03-12,Google Play
CBE,1,The app need update it always crash,2025-03-13,Google Play
Dashen,5,This app is simple to use and has  receipts for all transactions. Really enjoying it,2022-07-16,Google Play
BOA,5,nice,2024-09-26,Google Play
CBE,5,thank you,2025-01-30,Google Play
CBE,5,Frequent responce,2021-09-10,Google Play
CBE,1,Please solve problems very soon The app is denied to activate,2020-06-30,Google Play
CBE,5,Improved app,2020-10-21,Google Play
CBE,1,Home page Loading for 5 min on 4G net are you kidding me😬😬,2021-01-02,Google Play
CBE,5,Wow,2025-01-04,Google Play
Dashen,1,Excellent! The improvements are also appreciated. But the fact that the app doesn't have language option is one point that has to be improved.,2022-09-08,Google Play
CBE,1,oldie,2025-05-22,Google Play
CBE,1,"You have to go to the bank branch to activate the app where there is the worst customer service, after the activation the app lags so much that i had to uninstall it to restart it again. Know it asks to go to the bank again to activate it.",2022-05-01,Google Play
CBE,5,Very great application,2024-11-04,Google Play
CBE,5,Wow,2020-08-24,Google Play
CBE,5,Very interesting application,2022-02-20,Google Play
BOA,5,Lemn embi yilal??,2024-12-30,Google Play
Dashen,5,nice App,2024-09-07,Google Play
CBE,4,what is the application verification key pls??,2021-06-02,Google Play
BOA,1,Good appp,2024-05-11,Google Play
Dashen,5,Excellent,2023-01-30,Google Play
BOA,1,👎👎👎👎👎👎👎👎👎,2024-08-06,Google Play
CBE,1,its a disaster really,2024-07-26,Google Play
CBE,1,So slow with Internet,2025-03-01,Google Play
CBE,5,best,2023-10-15,Google Play
BOA,1,UGH 🤮🤮🤮 they are super calculative when it CM 2 Mobile-banking or any online stuff. If ur degital!! better chose other bank.,2024-05-09,Google Play
BOA,1,The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,2024-07-31,Google Play
CBE,4,great,2022-02-12,Google Play
CBE,5,Best app,2024-01-22,Google Play
CBE,5,good job,2020-12-19,Google Play
CBE,1,Very poor app i have ever seen Cbe needs to work on improving this app. Atleast refresh needs to work,2023-10-25,Google Play
CBE,5,Good application and helpful,2023-10-15,Google Play
CBE,5,Simple for utility,2021-01-04,Google Play
CBE,2,Full transaction statment,2024-03-05,Google Play
CBE,5,Wow amazing app for all!❤️,2023-11-25,Google Play
CBE,5,Www bayye gariidha,2015-04-28,Google Play
CBE,1,Bad active,2024-02-16,Google Play
CBE,2,Can't use the application since two weeks. I am outside Ethiopia but not able to transact. It is a disaster,2022-02-25,Google Play
CBE,5,ok,2025-04-10,Google Play
CBE,5,Good,2024-09-15,Google Play
CBE,5,Very good service,2024-11-11,Google Play
CBE,1,,2014-02-28,Google Play
CBE,3,"Very nice, but requires paid network.",2024-03-04,Google Play
CBE,5,Have nice!!!,2022-02-13,Google Play
BOA,1,Wow! what a disgrace for BOA. The app barely works. Too slow and always returns error.,2024-06-03,Google Play
CBE,4,waw its grate app,2024-02-26,Google Play
CBE,5,I want to activate mobile banking with CBE.CBE has sent me the pin and activation code.,2014-12-16,Google Play
CBE,4,"I think it is a good app to use easily. However, I have one more comment: the app does not automatically sync or update the balance in real time. Please review this issue. For example, when someone transfers money, the receiver's app does not sync automatically. It requires the user to manually initiate an update to see the current balance.",2025-09-04,Google Play
BOA,5,This the best mobile banking App BOA mobile banking included all digital banking features and we can access the most companies and sectors with this App. Thanks for giving this services Keep going .,2024-04-12,Google Play
CBE,5,This app is amazing,2023-11-03,Google Play
CBE,5,Concshe,2024-05-01,Google Play
CBE,5,It is a wonderful application.i think the best mobile banking among others.,2023-10-30,Google Play
CBE,5,Good,2025-03-03,Google Play
CBE,3,It good  application! Thanks !,2014-09-25,Google Play
CBE,4,Nice app,2025-01-20,Google Play
Dashen,5,"I really don't get how this is the lite version and it is bigger than the og app, ah well it is what it is ig ¯⁠\⁠_😂_⁠/⁠¯",2024-05-10,Google Play
CBE,5,Ok,2025-01-19,Google Play
CBE,5,Difficult to find out verfication code. It took me z whole day,2021-05-15,Google Play
CBE,5,excellent,2024-05-09,Google Play
CBE,5,Sabaafiin,2024-05-16,Google Play
CBE,4,All good except the inability to rotate when rotates my phones.,2022-01-24,Google Play
CBE,5,Good app,2024-11-01,Google Play
CBE,1,My experience with this app is very bad. I just downloaded and installed this app and I stuck with the verification code. The app requested me to input the code without sending it. 😢,2020-10-19,Google Play
CBE,5,It the bast app in mobile money to trasfer to receive payment use it !,2024-09-25,Google Play
CBE,5,CBE mobile banking now becoming the best.,2024-06-19,Google Play
BOA,5,Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,2025-07-01,Google Play
CBE,5,Nice,2025-01-25,Google Play
CBE,1,Noting working app,2023-11-21,Google Play
Dashen,5,I am very comfortable with the efficiency,2023-12-15,Google Play
Dashen,5,It's nice app tanks befor.,2022-12-18,Google Play
BOA,1,"From now on I will never going to use this app,It is a trash app.No one care about this app from bank I will rate them 0/5.",2024-07-06,Google Play
BOA,2,I Don't Like It Once U Open It's open did Not Ask U The Pin when u get back Not Safty the Old Version Is More Secured,2024-02-06,Google Play
CBE,5,ከንዙ ኢብራሂም,2024-12-18,Google Play
CBE,5,Good,2024-02-11,Google Play
CBE,2,It doesn't update quickly and display balances please improve so we can rely on the online payments.,2024-02-23,Google Play
CBE,3,good,2025-03-02,Google Play
CBE,5,I am proud that CBE upgrade this app!!,2020-07-31,Google Play
CBE,4,Solve sync pb,2022-11-04,Google Play
CBE,1,"Poor application. Let me list down if you could update the main features. It say error while the money has already sent. We can't get the transaction record (it has limited date) or somtimes the listed record transactions and the details are not the same while we enter to see further details. So if you can, try to see telebirr application and how much simple it is then try to update frequently.",2024-07-02,Google Play
CBE,5,It is nice app,2020-09-02,Google Play
CBE,4,He,2023-09-10,Google Play
CBE,5,Amazing app.l like it!!,2021-03-25,Google Play
CBE,5,Very thoughtful it's making work very simple.,2020-11-25,Google Play
CBE,4,Very good,2025-01-10,Google Play
CBE,1,Doesn't synchronized,2020-09-16,Google Play
CBE,5,Best app,2025-08-18,Google Play
CBE,1,Aza,2024-02-17,Google Play
CBE,5,addisneda,2022-10-04,Google Play
CBE,2,1OK,2024-06-06,Google Play
CBE,2,Totally no response when calling on 951.,2024-01-03,Google Play
CBE,5,What a nice and simple app 😊,2021-10-14,Google Play
CBE,5,This apps amazing,2025-02-04,Google Play
CBE,5,Top app,2024-01-24,Google Play
Dashen,5,Good,2023-07-20,Google Play
CBE,2,"The app is not working, it doesn't show your balance, or you can not make any payments",2023-04-14,Google Play
CBE,5,best,2025-06-27,Google Play
CBE,5,Working smoot,2020-12-23,Google Play
Dashen,5,ምንድን ነው password 🔑 expired የሚለው,2023-10-17,Google Play
CBE,5,Very interesting app.,2023-11-18,Google Play
CBE,3,It's Well !!,2024-03-14,Google Play
CBE,5,Good,2021-07-31,Google Play
CBE,5,I love it,2025-03-04,Google Play
CBE,3,Can't see transaction detail on android 5.0,2022-07-07,Google Play
CBE,5,Itis excellent application i ever seen i Ethiopia! But if biometric is added it more usable ! Thank you!,2024-05-09,Google Play
CBE,4,Good,2020-09-19,Google Play
CBE,5,How can i get akey word of this app.?,2022-03-04,Google Play
Dashen,4,Well done Dashen Bank.,2024-03-16,Google Play
CBE,5,Much better,2020-07-06,Google Play
CBE,5,I prefer this app,2023-02-21,Google Play
CBE,5,excellent,2025-05-17,Google Play
CBE,1,Actve,2023-09-02,Google Play
CBE,5,"Easy, versatile and secure financial transaction mobile app in Ethiopia.",2021-09-07,Google Play
CBE,1,በጣም ከርፋፋ,2025-05-21,Google Play
CBE,5,best,2025-09-05,Google Play
CBE,5,Good,2022-12-18,Google Play
Dashen,5,Good,2023-03-09,Google Play
CBE,5,Best banking app,2022-07-05,Google Play
CBE,5,Biometric security for mobile banking is not available,2025-04-16,Google Play
CBE,5,በጣም ተመችቶኛል,2022-06-02,Google Play
BOA,4,BoA,2024-04-26,Google Play
CBE,5,ዋው ደስ ይላል,2020-08-06,Google Play
CBE,5,Great,2020-08-29,Google Play
Dashen,5,I don't know why I have been stuck with other mobile banking systems when all I needed was amole... I loved it,2024-03-22,Google Play
CBE,5,the best app of all,2025-09-25,Google Play
CBE,1,New update is very poor. Immediately crashes after Entering pin.,2019-03-10,Google Play
BOA,1,"worst app and Bank ever u be ashamed, scammer",2025-03-24,Google Play
BOA,5,what awesome apps. it is very simple to use and more much important apps.,2025-03-09,Google Play
BOA,5,👑👑,2024-04-29,Google Play
CBE,1,Even if i had a balance of >0 i couldn't Even transfer any of my balance starting from 0-10257.,2024-12-17,Google Play
CBE,5,it's very helpful app in any way in and out of the county of Ethiopia good luck,2025-06-12,Google Play
BOA,1,What is the purpose or point of not allowing to take a screenshot of the recipe after transferring???,2024-05-29,Google Play
CBE,1,"I fails mid transaction, No screenshot, download don't work, link shared not working bring back the old app this is usless",2025-03-26,Google Play
CBE,5,Very nice app,2024-02-26,Google Play
CBE,5,takies,2024-09-30,Google Play
CBE,5,ሰላም የኢት ንግድ ባንክ አፑ በጣም አሪፍ ነው ግን የተላላክነውን ሂስትሪ ላይ በካላንደር እንድወጣልን ስርች ማድረጊያ ጨምሩበት,2024-11-07,Google Play
CBE,5,Wow good app.....easy to use.....,2022-12-12,Google Play
CBE,5,Number one,2025-01-29,Google Play
CBE,5,በጣም ቀላል እና ምቹ መገልገያ ነው። የCBE Birr መገልገያ ተመሳሳይ App ቢኖረው መልካም ነው። 👍,2020-07-16,Google Play
CBE,5,Google sesetm,2024-04-29,Google Play
CBE,5,Best app,2024-05-01,Google Play
CBE,5,It's soo good app,2023-02-19,Google Play
CBE,5,Fast and reliable,2023-01-13,Google Play
CBE,1,"Bad, it's not working for me since one week",2024-02-07,Google Play
BOA,5,Great UI and seamless UX. I love it!!,2024-09-25,Google Play
CBE,1,Not active as needed,2024-04-05,Google Play
CBE,1,for no reason my money is gone because the system keeps tell me failed than I tried to many times were my money is nowhere to be gone when I checked my balance I realise the money is gone,2025-06-25,Google Play
CBE,4,💚💛❤,2024-05-05,Google Play
CBE,5,Exlence service,2024-09-28,Google Play
CBE,5,It is simple to use but network problems sometimes face,2024-02-23,Google Play
CBE,1,I am spending too much time because it gets stuck frequently. I would rather go to pay at the bank than waste my time with this app. Bad app,2021-09-03,Google Play
CBE,1,usb debugig mode bicha off endidereg axrigu like awash bank,2025-09-10,Google Play
